RouteNo,CollDay,DistrictID,Address,ContaminationType,RouteID,WeekNum,Area,Date
AR-1,Tue,206,7325  Cleon Av,E,2,5,East Valley,
AR-1,Tue,206,7336  Denny Av,E,2,5,East Valley,
AR-1,Tue,206,7336  Denny Av,N,2,5,East Valley,
AR-1,Tue,206,7349  Satsuma Av,E,2,5,East Valley,
AR-1,Tue,206,7349  Satsuma Av,J,2,5,East Valley,
AR-1,Tue,206,7406  Vineland Av,E,2,5,East Valley,
AR-1,Tue,206,7407  Satsuma Av,Q,2,5,East Valley,
AR-1,Tue,206,7421  Vineland Av,E,2,5,East Valley,
AR-1,Tue,206,7427  Denny Av,G,2,5,East Valley,
AR-1,Tue,206,7446  Denny Av,D,2,5,East Valley,
AR-1,Tue,206,7508  Satsuma Av,C,2,5,East Valley,
AR-1,Tue,206,7508  Satsuma Av,E,2,5,East Valley,
AR-1,Tue,206,7520  Cleon Av,J,2,5,East Valley,
AR-1,Tue,206,7520  Cleon Av,Q,2,5,East Valley,
AR-1,Tue,206,7530  Fair Av,D,2,5,East Valley,
AR-1,Tue,206,7543  Satsuma Av,J,2,5,East Valley,
AR-1,Tue,206,7545  Cartwright Av,E,2,5,East Valley,
AR-1,Tue,206,7545  Cartwright Av,J,2,5,East Valley,
AR-1,Tue,206,7734  Craner Av,D,2,5,East Valley,
AR-1,Tue,206,7734  Craner Av,E,2,5,East Valley,
AR-1,Tue,206,7825  Clybourn Av,E,2,5,East Valley,
AR-1,Tue,206,10653  Valerio St,Q,2,6,East Valley,
AR-1,Tue,206,10706  Sherman Pl,D,2,6,East Valley,
AR-1,Tue,206,10715  Keswick St,D,2,6,East Valley,
AR-1,Tue,206,10719  Stagg St,C,2,6,East Valley,
AR-1,Tue,206,10720  Keswick St,E,2,6,East Valley,
AR-1,Tue,206,10726  Keswick St,E,2,6,East Valley,
AR-1,Tue,206,10733  Arminta St,Q,2,6,East Valley,
AR-1,Tue,206,10736  Keswick St,C,2,6,East Valley,
AR-1,Tue,206,10736  Keswick St,E,2,6,East Valley,
AR-1,Tue,206,10752  Wixom St,D,2,6,East Valley,
AR-1,Tue,206,10814  Saticoy St,D,2,6,East Valley,
AR-1,Tue,206,10815  Saticoy St,E,2,6,East Valley,
AR-1,Tue,206,10842  Saticoy St,E,2,6,East Valley,
AR-1,Tue,206,11028  Cohasset St,E,2,6,East Valley,
AR-1,Tue,206,11042  Valerio St,G,2,6,East Valley,
AR-1,Tue,206,11043  Cohasset St,E,2,6,East Valley,
AR-1,Tue,206,11046  Valerio St,J,2,6,East Valley,
AR-1,Tue,206,11051  Leadwell St,E,2,6,East Valley,
AR-1,Tue,206,11055  Runnymede St,J,2,6,East Valley,
AR-1,Tue,206,11056  Valerio St,E,2,6,East Valley,
AR-1,Tue,206,11056  Valerio St,J,2,6,East Valley,
AR-1,Tue,206,11102  Leadwell St,Q,2,6,East Valley,
AR-1,Tue,206,11106  Runnymede St,J,2,6,East Valley,
AR-1,Tue,206,11140  Wyandotte St,D,2,6,East Valley,
AR-1,Tue,206,11140  Wyandotte St,E,2,6,East Valley,
AR-1,Tue,206,11145  Runnymede St,C,2,6,East Valley,
AR-1,Tue,206,11146  Valerio St,I,2,6,East Valley,
AR-1,Tue,206,11146  Valerio St,J,2,6,East Valley,
AR-1,Tue,206,11147  Wyandotte St,J,2,6,East Valley,
AR-1,Tue,206,11151  Wyandotte St,D,2,6,East Valley,
AR-1,Tue,206,7234  Cartwright Av,J,2,6,East Valley,
AR-1,Tue,206,7256  Vineland Av,J,2,6,East Valley,
AR-1,Tue,206,7258  Craner Av,N,2,6,East Valley,
AR-1,Tue,206,7334  Satsuma Av,D,2,6,East Valley,
AR-1,Tue,206,7338  Cleon Av,J,2,6,East Valley,
AR-1,Tue,206,7345  Craner Av,D,2,6,East Valley,
AR-1,Tue,206,7346  Craner Av,J,2,6,East Valley,
AR-1,Tue,206,7353  Cartwright Av,E,2,6,East Valley,
AR-1,Tue,206,7358  Cleon Av,J,2,6,East Valley,
AR-1,Tue,206,7358  Vineland Av,J,2,6,East Valley,
AR-1,Tue,206,7363  Cartwright Av,J,2,6,East Valley,
AR-1,Tue,206,7363  Cartwright Av,N,2,6,East Valley,
AR-1,Tue,206,7407  Satsuma Av,Q,2,6,East Valley,
AR-1,Tue,206,7421  Cartwright Av,D,2,6,East Valley,
AR-1,Tue,206,7428  Denny Av,D,2,6,East Valley,
AR-1,Tue,206,7428  Denny Av,G,2,6,East Valley,
AR-1,Tue,206,7437  Clybourn Av,E,2,6,East Valley,
AR-1,Tue,206,7442  Craner Av,J,2,6,East Valley,
AR-1,Tue,206,7442  Craner Av,K,2,6,East Valley,
AR-1,Tue,206,7446  Denny Av,J,2,6,East Valley,
AR-1,Tue,206,7519  Satsuma Av,N,2,6,East Valley,
AR-1,Tue,206,7522  Cartwright Av,E,2,6,East Valley,
AR-1,Tue,206,7524  Riverton Av,C,2,6,East Valley,
AR-1,Tue,206,7524  Riverton Av,D,2,6,East Valley,
AR-1,Tue,206,7530  Fair Av,R,2,6,East Valley,
AR-1,Tue,206,7546  Satsuma Av,E,2,6,East Valley,
AR-1,Tue,206,7733  Craner Av,E,2,6,East Valley,
AR-1,Tue,206,7733  Craner Av,Q,2,6,East Valley,
AR-1,Tue,206,7803  Clybourn Av,Q,2,6,East Valley,
AR-1,Tue,206,7826  Clybourn Av,E,2,6,East Valley,
AR-1,Tue,206,10653  Valerio St,Q,2,7,East Valley,
AR-1,Tue,206,10706  Sherman Pl,D,2,7,East Valley,
AR-1,Tue,206,10706  Sherman Pl,J,2,7,East Valley,
AR-1,Tue,206,10712  Sherman Pl,J,2,7,East Valley,
AR-1,Tue,206,10715  Keswick St,E,2,7,East Valley,
AR-1,Tue,206,10715  Keswick St,J,2,7,East Valley,
AR-1,Tue,206,10722  Valerio St,E,2,7,East Valley,
AR-1,Tue,206,10752  Wixom St,E,2,7,East Valley,
AR-1,Tue,206,10847  Saticoy St,A,2,7,East Valley,
AR-1,Tue,206,10854  Keswick St,H,2,7,East Valley,
AR-1,Tue,206,10866  Cantlay St,E,2,7,East Valley,
AR-1,Tue,206,10924  Saticoy St,E,2,7,East Valley,
AR-1,Tue,206,11017  Cohasset St,D,2,7,East Valley,
AR-1,Tue,206,11025  Saticoy St,E,2,7,East Valley,
AR-1,Tue,206,11046  Cohasset St,J,2,7,East Valley,
AR-1,Tue,206,11051  Leadwell St,E,2,7,East Valley,
AR-1,Tue,206,11056  Valerio St,E,2,7,East Valley,
AR-1,Tue,206,11056  Valerio St,J,2,7,East Valley,
AR-1,Tue,206,11106  Runnymede St,J,2,7,East Valley,
AR-1,Tue,206,11107  Runnymede St,D,2,7,East Valley,
AR-1,Tue,206,11115  Valerio St,P,2,7,East Valley,
AR-1,Tue,206,11118  Wyandotte St,I,2,7,East Valley,
AR-1,Tue,206,11118  Wyandotte St,J,2,7,East Valley,
AR-1,Tue,206,11121  Wyandotte St,B,2,7,East Valley,
AR-1,Tue,206,11144  Cohasset St,D,2,7,East Valley,
AR-1,Tue,206,11146  Valerio St,I,2,7,East Valley,
AR-1,Tue,206,11146  Valerio St,J,2,7,East Valley,
AR-1,Tue,206,11156  Wyandotte St,J,2,7,East Valley,
AR-1,Tue,206,11157  Leadwell St,E,2,7,East Valley,
AR-1,Tue,206,7232  Cartwright Av,D,2,7,East Valley,
AR-1,Tue,206,7232  Cartwright Av,J,2,7,East Valley,
AR-1,Tue,206,7304  Cleon Av,E,2,7,East Valley,
AR-1,Tue,206,7315  Denny Av,G,2,7,East Valley,
AR-1,Tue,206,7326  Case Av,J,2,7,East Valley,
AR-1,Tue,206,7326  Case Av,R,2,7,East Valley,
AR-1,Tue,206,7333  Denny Av,J,2,7,East Valley,
AR-1,Tue,206,7335  Satsuma Av,J,2,7,East Valley,
AR-1,Tue,206,7335  Satsuma Av,Q,2,7,East Valley,
AR-1,Tue,206,7339  Denny Av,E,2,7,East Valley,
AR-1,Tue,206,7345  Denny Av,G,2,7,East Valley,
AR-1,Tue,206,7345  Denny Av,N,2,7,East Valley,
AR-1,Tue,206,7349  Cartwright Av,D,2,7,East Valley,
AR-1,Tue,206,7407  Satsuma Av,Q,2,7,East Valley,
AR-1,Tue,206,7408  Vineland Av,E,2,7,East Valley,
AR-1,Tue,206,7413  Riverton Av,J,2,7,East Valley,
AR-1,Tue,206,7427  Cartwright Av,J,2,7,East Valley,
AR-1,Tue,206,7440  Denny Av,D,2,7,East Valley,
AR-1,Tue,206,7440  Denny Av,E,2,7,East Valley,
AR-1,Tue,206,7442  Riverton Av,D,2,7,East Valley,
AR-1,Tue,206,7442  Riverton Av,E,2,7,East Valley,
AR-1,Tue,206,7447  Clybourn Av,C,2,7,East Valley,
AR-1,Tue,206,7501  Cleon Av,E,2,7,East Valley,
AR-1,Tue,206,7503  Denny Av,Q,2,7,East Valley,
AR-1,Tue,206,7508  Cleon Av,E,2,7,East Valley,
AR-1,Tue,206,7517  Clybourn Av,D,2,7,East Valley,
AR-1,Tue,206,7517  Clybourn Av,N,2,7,East Valley,
AR-1,Tue,206,7527  Cleon Av,C,2,7,East Valley,
AR-1,Tue,206,7527  Cleon Av,J,2,7,East Valley,
AR-1,Tue,206,7538  Fair Av,E,2,7,East Valley,
AR-1,Tue,206,7634  Vineland Av,D,2,7,East Valley,
AR-1,Wed,206,13940  LaMaida St,D,3,1,East Valley,
AR-1,Wed,206,13940  LaMaida St,J,3,1,East Valley,
AR-1,Wed,206,13940  LaMaida St,K,3,1,East Valley,
AR-1,Wed,206,13940  LaMaida St,O,3,1,East Valley,
AR-1,Wed,206,13959  LaMaida St,D,3,1,East Valley,
AR-1,Wed,206,13959  LaMaida St,E,3,1,East Valley,
AR-1,Wed,206,14239  Riverside Dr,H,3,1,East Valley,
AR-1,Wed,206,14241  Riverside Dr,G,3,1,East Valley,
AR-1,Wed,206,14241  Riverside Dr,J,3,1,East Valley,
AR-1,Wed,206,14241  Riverside Dr,K,3,1,East Valley,
AR-1,Wed,206,14241  Riverside Dr,O,3,1,East Valley,
AR-1,Wed,206,14542  Addison St,E,3,1,East Valley,
AR-1,Wed,206,14605  Addison St,E,3,1,East Valley,
AR-1,Wed,206,14637  Hesby St,J,3,1,East Valley,
AR-1,Wed,206,14637  Hesby St,K,3,1,East Valley,
AR-1,Wed,206,14637  Hesby St,O,3,1,East Valley,
AR-1,Wed,206,14644  LaMaida St,E,3,1,East Valley,
AR-1,Wed,206,14644  LaMaida St,J,3,1,East Valley,
AR-1,Wed,206,14644  LaMaida St,K,3,1,East Valley,
AR-1,Wed,206,14644  LaMaida St,O,3,1,East Valley,
AR-1,Wed,206,14651  Morrison St,E,3,1,East Valley,
AR-1,Wed,206,4831  Sylmar Av,D,3,1,East Valley,
AR-1,Wed,206,13900  Addison St,E,3,2,East Valley,
AR-1,Wed,206,13917  Peach Grove St,J,3,2,East Valley,
AR-1,Wed,206,13957  Addison St,E,3,2,East Valley,
AR-1,Wed,206,14001  Peach Grove St,J,3,2,East Valley,
AR-1,Wed,206,14031  La Maida St,E,3,2,East Valley,
AR-1,Wed,206,14237  Riverside Dr,H,3,2,East Valley,
AR-1,Wed,206,14540  Hesby St,D,3,2,East Valley,
AR-1,Wed,206,14542  Addison St,Q,3,2,East Valley,
AR-1,Wed,206,14629  La Maida St,J,3,2,East Valley,
AR-1,Wed,206,14888  Valley Vista Bl,J,3,2,East Valley,
AR-1,Wed,206,3966  Deervale Dr,Q,3,2,East Valley,
AR-1,Wed,206,4059  Stone Canyon Av,J,3,2,East Valley,
AR-1,Wed,206,4120  Crisp Canyon Rd,J,3,2,East Valley,
AR-1,Wed,206,4716  Tyrone Av,E,3,2,East Valley,
AR-1,Wed,206,4841  Tyrone Av,Q,3,2,East Valley,
AR-1,Wed,206,4843  Tilden Av,A,3,2,East Valley,
AR-1,Wed,206,4843  Tilden Av,I,3,2,East Valley,
AR-1,Wed,206,4857  Stansbury Av,C,3,2,East Valley,
AR-1,Wed,206,4857  Stansbury Av,E,3,2,East Valley,
AR-1,Wed,206,14031  La Maida St,E,3,3,East Valley,
AR-1,Wed,206,14629  La Maida St,J,3,3,East Valley,
AR-1,Wed,206,4059  Stone Canyon Av,J,3,3,East Valley,
AR-1,Wed,206,4110  Stone Canyon Av,Q,3,3,East Valley,
AR-1,Wed,206,4129  Stone Canyon Av,E,3,3,East Valley,
AR-1,Wed,206,4706  Tyrone Av,Q,3,3,East Valley,
AR-1,Wed,206,4832  Sylmar Av,J,3,3,East Valley,
AR-1,Wed,206,4846  Sylmar Av,Q,3,3,East Valley,
AR-1,Wed,206,13935  La Maida St,J,3,4,East Valley,
AR-1,Wed,206,14031  La Maida St,E,3,4,East Valley,
AR-1,Wed,206,14504  Valley Vista Bl,J,3,4,East Valley,
AR-1,Wed,206,14504  Valley Vista Bl,Q,3,4,East Valley,
AR-1,Wed,206,14576  Valley Vista Bl,D,3,4,East Valley,
AR-1,Wed,206,14576  Valley Vista Bl,J,3,4,East Valley,
AR-1,Wed,206,14629  La Maida St,J,3,4,East Valley,
AR-1,Wed,206,15036  Valley Vista Bl,E,3,4,East Valley,
AR-1,Wed,206,4021  Stoneybrook Dr,C,3,4,East Valley,
AR-1,Wed,206,4021  Stoneybrook Dr,D,3,4,East Valley,
AR-1,Wed,206,4118  Madelia Av,C,3,4,East Valley,
AR-1,Wed,206,4118  Madelia Av,E,3,4,East Valley,
AR-1,Wed,206,4821  Tyrone Av,E,3,4,East Valley,
AR-1,Wed,206,4831  Sylmar Av,E,3,4,East Valley,
AR-1,Wed,206,13940  Peach Grove St,I,3,6,East Valley,
AR-1,Wed,206,13944  Addison St,E,3,6,East Valley,
AR-1,Wed,206,14633  Valley Vista Bl,D,3,6,East Valley,
AR-1,Wed,206,14633  Valley Vista Bl,N,3,6,East Valley,
AR-1,Wed,206,4118  Madelia Av,D,3,6,East Valley,
AR-1,Wed,206,4118  Madelia Av,G,3,6,East Valley,
AR-1,Wed,206,4817  Tyrone Av,D,3,6,East Valley,
AR-1,Wed,206,4825  Murietta Av,G,3,6,East Valley,
AR-1,Wed,206,4825  Murietta Av,I,3,6,East Valley,
AR-1,Wed,206,4836  Tilden Av,A,3,6,East Valley,
AR-1,Wed,206,4838  Katherine Av,J,3,6,East Valley,
AR-1,Wed,206,4847  Vista Del Monte Av,J,3,6,East Valley,
AR-1,Wed,206,4856  Tyrone Av,P,3,6,East Valley,
AR-1,Wed,206,4857  Stansbury Av,D,3,6,East Valley,
AR-1,Wed,206,4857  Stansbury Av,Q,3,6,East Valley,
AR-1,Thu,206,14519 W Hart St,D,4,1,East Valley,
AR-1,Thu,206,14531 W Hart St,E,4,1,East Valley,
AR-1,Thu,206,14545 W Vose St,D,4,1,East Valley,
AR-1,Thu,206,14545 W Vose St,E,4,1,East Valley,
AR-1,Thu,206,14631 W Hart St,C,4,1,East Valley,
AR-1,Thu,206,14636 W Valerio St,J,4,1,East Valley,
AR-1,Thu,206,14636 W Valerio St,N,4,1,East Valley,
AR-1,Thu,206,14640 W Valerio St,E,4,1,East Valley,
AR-1,Thu,206,14644 W Vose St,J,4,1,East Valley,
AR-1,Thu,206,14651 W Wyandotte St,D,4,1,East Valley,
AR-1,Thu,206,14651 W Wyandotte St,J,4,1,East Valley,
AR-1,Thu,206,14700 W Wyandotte St,E,4,1,East Valley,
AR-1,Thu,206,14740 W Leadwell St,E,4,1,East Valley,
AR-1,Thu,206,14816  Wyandotte St,G,4,1,East Valley,
AR-1,Thu,206,14816  Wyandotte St,J,4,1,East Valley,
AR-1,Thu,206,14816  Wyandotte St,O,4,1,East Valley,
AR-1,Thu,206,14827 W Valerio St,E,4,1,East Valley,
AR-1,Thu,206,14833 W Valerio St,E,4,1,East Valley,
AR-1,Thu,206,14920 W Hartland St,E,4,1,East Valley,
AR-1,Thu,206,14940 W Vose St,J,4,1,East Valley,
AR-1,Thu,206,15036 W eartland St,D,4,1,East Valley,
AR-1,Thu,206,15049 W Gult St,E,4,1,East Valley,
AR-1,Thu,206,15050 W Vose St,E,4,1,East Valley,
AR-1,Thu,206,15117 W Enadia St,E,4,1,East Valley,
AR-1,Thu,206,15127 W Marlin Pl,I,4,1,East Valley,
AR-1,Thu,206,15421 W Vose St,G,4,1,East Valley,
AR-1,Thu,206,6826  Peach Av,J,4,1,East Valley,
AR-1,Thu,206,6922 N Columbus Av,I,4,1,East Valley,
AR-1,Thu,206,6932  Burnet Av,C,4,1,East Valley,
AR-1,Thu,206,6936  Peach Av,G,4,1,East Valley,
AR-1,Thu,206,6936  Peach Av,J,4,1,East Valley,
AR-1,Thu,206,7015  Liberty Dr,Q,4,1,East Valley,
AR-1,Thu,206,7023 N Cedros Av,E,4,1,East Valley,
AR-1,Thu,206,7056  Firmament Av,D,4,1,East Valley,
AR-1,Thu,206,7056  Firmament Av,J,4,1,East Valley,
AR-1,Thu,206,7056 N Willis Av,E,4,1,East Valley,
AR-1,Thu,206,7114  Orion Av,I,4,1,East Valley,
AR-1,Thu,206,7122 N Burnet Av,E,4,1,East Valley,
AR-1,Thu,206,7249 N Willis Av,D,4,1,East Valley,
AR-1,Thu,206,14515  Hart St,Q,4,2,East Valley,
AR-1,Thu,206,14535  Hart St,N,4,2,East Valley,
AR-1,Thu,206,14535  Hart St,Q,4,2,East Valley,
AR-1,Thu,206,14537  Wyandotte St,J,4,2,East Valley,
AR-1,Thu,206,14621  Hart St,E,4,2,East Valley,
AR-1,Thu,206,14630 W Valerio St,Q,4,2,East Valley,
AR-1,Thu,206,14670 W Valerio St,J,4,2,East Valley,
AR-1,Thu,206,14670 W Valerio St,N,4,2,East Valley,
AR-1,Thu,206,14740  Leadwell St,J,4,2,East Valley,
AR-1,Thu,206,14802  Wyandotte St,E,4,2,East Valley,
AR-1,Thu,206,14802  Wyandotte St,H,4,2,East Valley,
AR-1,Thu,206,14805  Valerio St,J,4,2,East Valley,
AR-1,Thu,206,14827  Valerio St,E,4,2,East Valley,
AR-1,Thu,206,14830 W Leadwell St,C,4,2,East Valley,
AR-1,Thu,206,14830 W Leadwell St,E,4,2,East Valley,
AR-1,Thu,206,14929 W Marlin Pl,D,4,2,East Valley,
AR-1,Thu,206,15001 W Hartland Pl,Q,4,2,East Valley,
AR-1,Thu,206,15004  Vose St,I,4,2,East Valley,
AR-1,Thu,206,15004  Vose St,Q,4,2,East Valley,
AR-1,Thu,206,15036 W Hartland St,D,4,2,East Valley,
AR-1,Thu,206,15050  Vose St,E,4,2,East Valley,
AR-1,Thu,206,15543  Hart St,Q,4,2,East Valley,
AR-1,Thu,206,6840  Firmament Av,E,4,2,East Valley,
AR-1,Thu,206,6843  Chisholm Av,C,4,2,East Valley,
AR-1,Thu,206,6843  Chisholm Av,Q,4,2,East Valley,
AR-1,Thu,206,6910  Peach Av,G,4,2,East Valley,
AR-1,Thu,206,6910  Peach Av,J,4,2,East Valley,
AR-1,Thu,206,6936  Peach Av,J,4,2,East Valley,
AR-1,Thu,206,6945  Burnet Av,J,4,2,East Valley,
AR-1,Thu,206,6950  Columbus Av,D,4,2,East Valley,
AR-1,Thu,206,6950  Columbus Av,E,4,2,East Valley,
AR-1,Thu,206,7007 N Natick Av,D,4,2,East Valley,
AR-1,Thu,206,7015  Liberty Dr,J,4,2,East Valley,
AR-1,Thu,206,7015  Liberty Dr,Q,4,2,East Valley,
AR-1,Thu,206,7233  Laura Ann Ln,J,4,2,East Valley,
AR-1,Thu,206,7249  Willis Av,D,4,2,East Valley,
AR-1,Thu,206,14537  Wyandotte St,D,4,3,East Valley,
AR-1,Thu,206,14545  Vose St,D,4,3,East Valley,
AR-1,Thu,206,14614  Vose St,D,4,3,East Valley,
AR-1,Thu,206,14656  Leadwell St,E,4,3,East Valley,
AR-1,Thu,206,14740  Leadwell St,Q,4,3,East Valley,
AR-1,Thu,206,14743  Leadwell St,Q,4,3,East Valley,
AR-1,Thu,206,14753  Wyandotte St,E,4,3,East Valley,
AR-1,Thu,206,14827  Valerio St,E,4,3,East Valley,
AR-1,Thu,206,14837  Hart St,Q,4,3,East Valley,
AR-1,Thu,206,15138  Enadia Wy,Q,4,3,East Valley,
AR-1,Thu,206,15411  Hart St,E,4,3,East Valley,
AR-1,Thu,206,15545  Hart St,Q,4,3,East Valley,
AR-1,Thu,206,6820  Peach Av,I,4,3,East Valley,
AR-1,Thu,206,6936  Peach Av,J,4,3,East Valley,
AR-1,Thu,206,6959  Halbrent Av,D,4,3,East Valley,
AR-1,Thu,206,6959  Orion Av,E,4,3,East Valley,
AR-1,Thu,206,7015  Liberty Dr,J,4,3,East Valley,
AR-1,Thu,206,7029  Orion Av,G,4,3,East Valley,
AR-1,Thu,206,7054  Firmament Av,D,4,3,East Valley,
AR-1,Thu,206,7054  Firmament Av,Q,4,3,East Valley,
AR-1,Thu,206,7249  Willis Av,D,4,3,East Valley,
AR-1,Thu,206,7255  Willis Av,E,4,3,East Valley,
AR-1,Thu,206,7257  Kester Av,D,4,3,East Valley,
AR-1,Thu,206,7257  Kester Av,N,4,3,East Valley,
AR-1,Thu,206,7351  Kester Av,D,4,3,East Valley,
AR-1,Thu,206,7351  Kester Av,Q,4,3,East Valley,
AR-1,Thu,206,14531  Hart St,E,4,4,East Valley,
AR-1,Thu,206,14544  Vose St,J,4,4,East Valley,
AR-1,Thu,206,14554  Leadwell St,J,4,4,East Valley,
AR-1,Thu,206,14644  Vose St,Q,4,4,East Valley,
AR-1,Thu,206,14731  Leadwell St,E,4,4,East Valley,
AR-1,Thu,206,14738  Hart St,J,4,4,East Valley,
AR-1,Thu,206,14806  Leadwell St,E,4,4,East Valley,
AR-1,Thu,206,14815  Valerio St,E,4,4,East Valley,
AR-1,Thu,206,14926  Hartland St,D,4,4,East Valley,
AR-1,Thu,206,14926  Hartland St,E,4,4,East Valley,
AR-1,Thu,206,15007  Gault St,E,4,4,East Valley,
AR-1,Thu,206,15127  Marlin Pl,N,4,4,East Valley,
AR-1,Thu,206,15401  Hart St,C,4,4,East Valley,
AR-1,Thu,206,15401  Hart St,E,4,4,East Valley,
AR-1,Thu,206,15405  Vose St,Q,4,4,East Valley,
AR-1,Thu,206,15439  Hart St,E,4,4,East Valley,
AR-1,Thu,206,6810  Chisholm Av,E,4,4,East Valley,
AR-1,Thu,206,6820  Peach Av,D,4,4,East Valley,
AR-1,Thu,206,6836  Peach Av,Q,4,4,East Valley,
AR-1,Thu,206,6841  Peach Av,C,4,4,East Valley,
AR-1,Thu,206,6936  Peach Av,G,4,4,East Valley,
AR-1,Thu,206,6936  Peach Av,J,4,4,East Valley,
AR-1,Thu,206,6945  Burnet Av,D,4,4,East Valley,
AR-1,Thu,206,6945  Burnet Av,N,4,4,East Valley,
AR-1,Thu,206,6959  Orion Av,D,4,4,East Valley,
AR-1,Thu,206,6959  Orion Av,E,4,4,East Valley,
AR-1,Thu,206,7015  Liberty Dr,J,4,4,East Valley,
AR-1,Thu,206,7043  Willis Av,P,4,4,East Valley,
AR-1,Thu,206,7057  Cedros Av,E,4,4,East Valley,
AR-1,Thu,206,7128  Firmament Av,Q,4,4,East Valley,
AR-1,Thu,206,7351  Kester Av,J,4,4,East Valley,
AR-1,Thu,206,14515  Hart St,D,4,5,East Valley,
AR-1,Thu,206,14534  Gault St,E,4,5,East Valley,
AR-1,Thu,206,14537  Wyandotte St,J,4,5,East Valley,
AR-1,Thu,206,14544  Vose St,J,4,5,East Valley,
AR-1,Thu,206,14614  Gault St,E,4,5,East Valley,
AR-1,Thu,206,14614  Vose St,E,4,5,East Valley,
AR-1,Thu,206,14614  Vose St,J,4,5,East Valley,
AR-1,Thu,206,14645  Wyandotte St,J,4,5,East Valley,
AR-1,Thu,206,14655  Wyandotte St,D,4,5,East Valley,
AR-1,Thu,206,14720  Valerio St,E,4,5,East Valley,
AR-1,Thu,206,14831  Leadwell St,Q,4,5,East Valley,
AR-1,Thu,206,14940  Vose St,D,4,5,East Valley,
AR-1,Thu,206,14941  Marlin Pl,J,4,5,East Valley,
AR-1,Thu,206,14950  Vose St,J,4,5,East Valley,
AR-1,Thu,206,15007  Gault St,E,4,5,East Valley,
AR-1,Thu,206,15012  Vose St,J,4,5,East Valley,
AR-1,Thu,206,15026  Hartland St,J,4,5,East Valley,
AR-1,Thu,206,15030  Hartland St,E,4,5,East Valley,
AR-1,Thu,206,15109  Vose St,J,4,5,East Valley,
AR-1,Thu,206,15117  Enadia Wy,Q,4,5,East Valley,
AR-1,Thu,206,15340  Hart St,J,4,5,East Valley,
AR-1,Thu,206,15405  Vose St,Q,4,5,East Valley,
AR-1,Thu,206,15432  Vose St,J,4,5,East Valley,
AR-1,Thu,206,15434  Hart St,I,4,5,East Valley,
AR-1,Thu,206,15545  Hart St,E,4,5,East Valley,
AR-1,Thu,206,6818  Chisholm Av,C,4,5,East Valley,
AR-1,Thu,206,6818  Chisholm Av,J,4,5,East Valley,
AR-1,Thu,206,6908  Peach Av,C,4,5,East Valley,
AR-1,Thu,206,6911  Noble Av,J,4,5,East Valley,
AR-1,Thu,206,6929  Halbrent Av,J,4,5,East Valley,
AR-1,Thu,206,6935  Halbrent Av,D,4,5,East Valley,
AR-1,Thu,206,6936  Peach Av,J,4,5,East Valley,
AR-1,Thu,206,6945  Burnet Av,E,4,5,East Valley,
AR-1,Thu,206,7002  Bevis Av,E,4,5,East Valley,
AR-1,Thu,206,7017  Natick Av,D,4,5,East Valley,
AR-1,Thu,206,7045  Orion Av,J,4,5,East Valley,
AR-1,Thu,206,7047  Firmament Av,D,4,5,East Valley,
AR-1,Thu,206,7047  Natick Av,J,4,5,East Valley,
AR-1,Thu,206,7056  Burnet Av,J,4,5,East Valley,
AR-1,Thu,206,7057  Cedros Av,E,4,5,East Valley,
AR-1,Thu,206,7121  Natick Av,J,4,5,East Valley,
AR-1,Thu,206,14611  Leadwell St,E,4,6,East Valley,
AR-1,Thu,206,14611  Leadwell St,H,4,6,East Valley,
AR-1,Thu,206,14737  Leadwell St,E,4,6,East Valley,
AR-1,Thu,206,14766  Valerio St,D,4,6,East Valley,
AR-1,Thu,206,14819  Valerio St,Q,4,6,East Valley,
AR-1,Thu,206,14826  Enadia Wy,C,4,6,East Valley,
AR-1,Thu,206,14826  Enadia Wy,D,4,6,East Valley,
AR-1,Thu,206,14830  Valerio St,D,4,6,East Valley,
AR-1,Thu,206,14935  Marlin Pl,E,4,6,East Valley,
AR-1,Thu,206,15007  Gault St,E,4,6,East Valley,
AR-1,Thu,206,15027  Marlin Pl,Q,4,6,East Valley,
AR-1,Thu,206,15031  Vose St,J,4,6,East Valley,
AR-1,Thu,206,15065  Vose St,E,4,6,East Valley,
AR-1,Thu,206,15073  Gault St,E,4,6,East Valley,
AR-1,Thu,206,15338  Vose St,E,4,6,East Valley,
AR-1,Thu,206,15407  Hart St,Q,4,6,East Valley,
AR-1,Thu,206,15545  Hart St,E,4,6,East Valley,
AR-1,Thu,206,6803  Firmament Av,C,4,6,East Valley,
AR-1,Thu,206,6803  Firmament Av,D,4,6,East Valley,
AR-1,Thu,206,6820  Peach Av,N,4,6,East Valley,
AR-1,Thu,206,6908  Peach Av,C,4,6,East Valley,
AR-1,Thu,206,6909  Langoon Av,D,4,6,East Valley,
AR-1,Thu,206,6961  Bevis Av,J,4,6,East Valley,
AR-1,Thu,206,7006  Willis Av,J,4,6,East Valley,
AR-1,Thu,206,7015  Liberty Dr,J,4,6,East Valley,
AR-1,Thu,206,7027  Orion Av,J,4,6,East Valley,
AR-1,Thu,206,7036  Firmament Av,D,4,6,East Valley,
AR-1,Thu,206,7036  Natick Av,E,4,6,East Valley,
AR-1,Thu,206,7054  Bevis Av,E,4,6,East Valley,
AR-1,Thu,206,7054  Firmament Av,D,4,6,East Valley,
AR-1,Thu,206,7257  Kester Av,E,4,6,East Valley,
